"Tr.Date ","Detail ","Debit ","Credit ","Status ","TransNo "
2012/04/05," Opening Balance  "," ",0," "," "
2012/07/12,"OPENING BALANCE  12/7/12  ",1083760," "," ",2016
2012/08/16,"Cr CASH  "," ",25000," ",8422
2012/11/20,"cR  "," ",310," ",32833
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5599
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5600
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5601
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5602
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5603
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5604
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5605
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5606
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5607
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5608
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5609
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5610
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5611
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5612
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5613
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5614
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5615
2012/11/22,"{CHQ} BILL "," ",60000,"Hand ",5616
2013/06/25,"{CrSale} 2693 52PS ",82800," "," ",14965
2013/06/25,"{CrSale} 2694 24PS ",93040," "," ",14969
2013/08/01,"{CrSale} 3012 76ps ",245340," "," ",17018
2013/08/15,"{CrSalRtn} 3157 76ps "," ",245340," ",17396
2013/09/05,"{CrSale} 3041 62ps ",152240," "," ",17874
2013/09/05,"{CrSale} 3042 50ps ",102700," "," ",17878
2013/09/05,"{CrSale} 3043 45ps ",93685," "," ",17881
2013/09/05,"{CrSale} 3044 37ps ",69085," "," ",17884
2013/11/19,"{CHQ} BILL "," ",70000,"Hand ",20120
2013/11/19,"{CHQ} BILL "," ",70000,"Hand ",20121
2013/11/19,"{CHQ} BILL "," ",70000,"Hand ",20122
2013/11/19,"{CHQ} BILL "," ",70000,"Hand ",20123
2013/11/19,"{CHQ} BILL "," ",70000,"Hand ",20124
2013/11/19,"{CHQ} BILL "," ",70000,"Hand ",20125
2013/11/19,"{CHQ} BILL "," ",75000,"Hand ",20126
2013/11/19,"{CHQ} BILL "," ",77000,"Hand ",20127
" "," "," "," "," "," "
" "," ",,," "," "
2017/04/05,"Closing Balance "," ",0," "," "
" "," ",,," "," "
" "," "," "," "," "," "
" "," "," "," "," "," "
" "," "," "," "," "," "
"A/C: 1100 ","A/C Name : ARUN TEX NELLIYADI,   NELLIYADI  JAFFNA  0212262857 ","From Date: 05-Apr-12 ","To Date: 05-Apr-17 "," "," "
